Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price,artist,album,reclabel,recyear,sleeve_cond_abbr,media_cond_abbr,seller_rating,rating,votes,haves,wants,price
Eric Dolphy – Out There,"Prestige – PR 7652, Prestige – PRST 7652",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1969,"Hard Bop, Free Jazz, Modal",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Eric Dolphy , Out There,Prestige ,69,VG,VG+,1.0,4.65,20.0,127,140,40.0
Art Blakey And The Jazz Messengers* – Drum Suite,Columbia – CL 1002,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),97.2%,,,$40.00,Art Blakey And The Jazz Messengers* , Drum Suite,Columbia ,57,VG+,VG+,0.972,4.34,135.0,1180,447,40.0
Miles Davis – Miles Davis In Europe,Columbia – CL 2183,US,"Vinyl, LP, Album, Mono, Pitman Pressing",Jazz,1964,"Hard Bop, Modal",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,Antibes Jazz Festival,"Columbia Records Pressing Plant, Pitman",$40.00,Miles Davis , Miles Davis In Europe,Columbia ,64,VG+,NM or M-,0.998,4.24,42.0,503,94,40.0
Art Blakey & The Jazz Messengers – Indestructible,"Blue Note – BST 84193, Blue Note – 84193",US,"Vinyl, LP, Album, Stereo",Jazz,1966,Hard Bop,Good (G),Sleeve: Good (G),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Art Blakey & The Jazz Messengers , Indestructible,Blue Note ,66,G,G,0.995,4.72,46.0,293,283,40.0
The Miles Davis Quintet – Steamin' With The Miles Davis Quintet,Prestige – 7200,US,"Vinyl, LP, Album, Repress, Mono, Blue Trident Label, Green Cover",Jazz,1964,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),99.9%,,,$40.00,The Miles Davis Quintet , Steamin' With The Miles Davis Quintet,Prestige ,64,VG,VG,0.9990000000000001,5.0,3.0,26,122,40.0
Mose Allison – Creek Bank,Prestige – PRLP 7152,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good Plus (VG+),99.4%,,,$40.00,Mose Allison , Creek Bank,Prestige ,58,VG+,VG,0.9940000000000001,4.15,27.0,323,116,40.0
Art Farmer – Art,"Argo (6) – LPS-678, Argo (6) – LP-678",US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),,Nola Recording Studios,,$40.00,Art Farmer , Art,Argo (6) ,60,VG+,NM or M-,,4.5,6.0,46,57,40.0
Miles Davis – Volume 1,"Blue Note – BLP 1501, Blue Note – BST 81501",US,"Vinyl, LP, Compilation, Reissue, Remastered, Stereo, Liberty Pressing",Jazz,1966,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,WOR Studios,Research Craft,$40.00,Miles Davis , Volume 1,Blue Note ,66,VG+,NM or M-,1.0,4.3,10.0,131,45,40.0
Art Blakey And The Jazz Messengers* – Drum Suite,Columbia – CL 1002,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,,,$40.00,Art Blakey And The Jazz Messengers* , Drum Suite,Columbia ,57,VG+,VG,0.995,4.34,135.0,1180,447,40.0
Donald Byrd – I'm Tryin' To Get Home,Blue Note – BST-84188,US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Hard Bop, Post Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$40.00,Donald Byrd , I'm Tryin' To Get Home,Blue Note ,65,VG+,VG+,1.0,4.08,12.0,179,91,40.0
Sam Jones – The Soul Society,Riverside Records – 12-324,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,Very Good (VG),Sleeve: Good (G),100.0%,,,$40.00,Sam Jones , The Soul Society,Riverside Records ,60,G,VG,1.0,4.47,15.0,97,189,40.0
Gerry Mulligan Meets Stan Getz – Gerry Mulligan Meets Stan Getz,"Verve Records – MG V-8249, Verve Records – V-8249",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,MGM Records Division,$40.00,Gerry Mulligan Meets Stan Getz , Gerry Mulligan Meets Stan Getz,Verve Records ,61,VG+,VG+,1.0,4.16,25.0,287,79,40.0
Miles Davis – My Funny Valentine,Prestige – PR 45-353,US,"Vinyl, 7"", 45 RPM, Single, Promo",Jazz,1965,Hard Bop,Near Mint (NM or M-),Sleeve: Not Graded,100.0%,,,$40.00,Miles Davis , My Funny Valentine,Prestige ,65,,NM or M-,1.0,,,4,8,40.0
John Coltrane – Dakar,Transatlantic Records – PR 7280,UK,"Vinyl, LP, Album, Reissue",Jazz,1967,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",,$40.00,John Coltrane , Dakar,Transatlantic Records ,67,VG,VG+,1.0,4.33,3.0,32,89,40.0
John Coltrane – Standard Coltrane,"Prestige – PR 7243, Prestige – PRST 7243",US,"Vinyl, LP, Album, Stereo",Jazz,1964,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",,$40.00,John Coltrane , Standard Coltrane,Prestige ,64,VG+,VG+,1.0,4.0,2.0,25,32,40.0
Dizzy Gillespie – Cool Breeze,"RCA Victor – EPA-432, RCA Victor – EPA 432",US,"Vinyl, 7"", 45 RPM, EP","Jazz, Latin",1952,"Mambo, Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,,,$40.00,Dizzy Gillespie , Cool Breeze,RCA Victor ,52,VG,VG+,1.0,5.0,1.0,8,7,40.0
Roy Ayers – Virgo Vibes,Atlantic – SD 1488,US,"Vinyl, LP, Album, Stereo",Jazz,1967,"Soul-Jazz, Hard Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,Roy Ayers , Virgo Vibes,Atlantic ,67,NM or M-,NM or M-,1.0,4.11,19.0,207,200,40.0
Red Garland – When There Are Grey Skies,"Prestige – PR 7258, Prestige – PRLP 7258",US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1964,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Red Garland , When There Are Grey Skies,Prestige ,64,VG+,VG+,1.0,,,20,17,40.0
The Dave Brubeck Quartet – Time Out,Columbia – CS 8192,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1961,"Bop, Hard Bop",Very Good (VG),Sleeve: Good Plus (G+),100.0%,,,$40.00,The Dave Brubeck Quartet , Time Out,Columbia ,61,G+,VG,1.0,4.82,22.0,126,394,40.0
Various – Blue Note Gems Of Jazz,"Blue Note – BST 82001, Blue Note – BLP 2001",US,"Vinyl, LP, Compilation, Limited Edition, Reissue, Electronically Rechanneled Stereo",Jazz,1967,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,"All Disc Records, Inc.",$40.00,Various , Blue Note Gems Of Jazz,Blue Note ,67,VG+,NM or M-,1.0,3.67,12.0,177,14,40.0
Max Roach – Drums Unlimited,Atlantic – 1467,US,"Vinyl, LP, Album, Mono",Jazz,1966,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Max Roach , Drums Unlimited,Atlantic ,66,VG+,VG+,1.0,4.18,17.0,121,107,40.0
Sonny Rollins – Sonny's Time,"JAZZLAND – 972, JAZZLAND – JLP 972",US,"Vinyl, LP, Compilation, Reissue, Remastered, Stereo",Jazz,1966,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,Reeves Sound Studios,,$40.00,Sonny Rollins , Sonny's Time,JAZZLAND ,66,VG+,VG+,0.997,3.2,5.0,63,13,40.0
Joe Harriott - John Mayer Double Quintet* – Indo-Jazz Fusions,Columbia – SX 6122,UK,"Vinyl, LP, Album, Mono","Jazz, Folk, World, & Country",1967,"Hard Bop, Fusion, Indian Classical",Very Good (VG),Sleeve: Very Good (VG),98.6%,,,$40.00,Joe Harriott - John Mayer Double Quintet* , Indo-Jazz Fusions,Columbia ,67,VG,VG,0.986,4.06,16.0,88,110,40.0
Joe Zawinul – Money In The Pocket,Atlantic – SD 3004,US,"Vinyl, LP, Album, Stereo",Jazz,Apr 1966,"Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,,,$40.00,Joe Zawinul , Money In The Pocket,Atlantic ,66,VG+,VG+,0.996,4.83,6.0,76,136,40.0
Clifford Brown's All Stars* / The Jazz Messengers With Art Blakey* – Jazz Messages,Jazztone (2) – J-1281,USA & Canada,"Vinyl, LP, Compilation, Mono",Jazz,1957,"Cool Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Clifford Brown's All Stars* / The Jazz Messengers With Art Blakey* , Jazz Messages,Jazztone (2) ,57,VG+,VG+,1.0,4.17,6.0,134,26,40.0
Miles Davis – Jazz Track,Columbia – CL 1268,Canada,"Vinyl, LP, Mono",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,,,$40.00,Miles Davis , Jazz Track,Columbia ,59,VG+,VG+,0.996,4.09,11.0,88,65,40.0
Art Blakey And The Jazz Messengers* – Drum Suite,"Philips – BBL.7196, Philips – B07273L",UK,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,,,$40.00,Art Blakey And The Jazz Messengers* , Drum Suite,Philips ,57,VG+,VG+,0.9940000000000001,3.0,1.0,26,120,40.0
Milt Jackson & John Coltrane – Bags & Trane,Atlantic – 1368,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Milt Jackson & John Coltrane , Bags & Trane,Atlantic ,61,VG+,VG,1.0,4.2,10.0,106,171,40.0
Lou Donaldson – Here 'Tis,Blue Note – BLT-4066 / BST-84066,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1967,"Hard Bop, Soul-Jazz",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Lou Donaldson , Here 'Tis,Blue Note ,67,VG+,VG+,1.0,5.0,4.0,72,60,40.0
The Horace Silver Quintet – The Stylings Of Silver,"Blue Note – BST 81562, Blue Note – BLP 1562",US,"Vinyl, LP, Album, Stereo",Jazz,1967,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,The Horace Silver Quintet , The Stylings Of Silver,Blue Note ,67,VG+,VG+,1.0,4.33,12.0,79,60,40.0
Art Blakey – Orgy In Rhythm - Volume One,Blue Note – BST 1554,US,"Vinyl, LP, Album, Stereo","Jazz, Latin",Aug 1959,"Afro-Cuban Jazz, Hard Bop",Very Good (VG),Sleeve: Very Good (VG),99.8%,Manhattan Towers,,$40.00,Art Blakey , Orgy In Rhythm - Volume One,Blue Note ,59,VG,VG,0.998,4.67,9.0,63,118,40.0
Freddie Roach – Mo' Greens Please,Blue Note – BLP 4128,US,"Vinyl, LP, Album, Mono",Jazz,1963,"Hard Bop, Soul-Jazz",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Freddie Roach , Mo' Greens Please,Blue Note ,63,VG+,G+,0.997,4.59,17.0,142,131,40.0
Billy Larkin And The Delegates – Don't Stop!,World Pacific Records – WP-1863,US,"Vinyl, LP, Album, Mono",Jazz,1967,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Billy Larkin And The Delegates , Don't Stop!,World Pacific Records ,67,VG+,NM or M-,1.0,4.29,14.0,79,57,40.0
John Coltrane / Kenny Burrell / Jackie McLean / Mal Waldron – Jazz Interplay,Prestige – PRST 7341,US,"2 × Vinyl, LP, Compilation, Stereo",Jazz,1964,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Hackensack, New Jersey",,$40.00,John Coltrane / Kenny Burrell / Jackie McLean / Mal Waldron , Jazz Interplay,Prestige ,64,VG+,VG+,0.997,5.0,1.0,40,38,40.0
Art Farmer & Donald Byrd – Trumpets All Out,Prestige – PR 7344,US,"2 × Vinyl, LP, Compilation, Mono, RVG",Jazz,1964,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,,"Abbey Record Manufacturing Co., Inc.",$40.00,Art Farmer & Donald Byrd , Trumpets All Out,Prestige ,64,VG+,VG+,0.997,4.75,8.0,53,8,40.0
Gene Ammons – Boss Tenor,Prestige – PRLP 7180,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Hard Bop, Soul-Jazz",Good (G),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Gene Ammons , Boss Tenor,Prestige ,60,VG+,G,1.0,4.72,25.0,208,158,40.0
The Dave Brubeck Quartet – Time Out,Columbia – CL 1397,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1962,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,The Dave Brubeck Quartet , Time Out,Columbia ,62,VG+,VG+,1.0,4.59,27.0,246,283,40.0
Jimmy Smith – Who's Afraid Of Virginia Woolf?,"Verve Records – V-8583, Verve Records – V/8583",US,"Vinyl, LP, Album, Mono",Jazz,1964,"Soul-Jazz, Hard Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.5%,,,$40.00,Jimmy Smith , Who's Afraid Of Virginia Woolf?,Verve Records ,64,NM or M-,NM or M-,0.995,4.25,8.0,164,16,40.0
The Horace Silver Quintet – Further Explorations,Blue Note – BLP 1589,US,"Vinyl, LP, Album, Repress, Mono, Microgroove",Jazz,1962,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),99.6%,"Van Gelder Studio, Hackensack, New Jersey",,$40.00,The Horace Silver Quintet , Further Explorations,Blue Note ,62,VG,VG,0.996,4.5,2.0,18,45,40.0
Herbie Mann – Sultry Serenade,Riverside Records – RLP 12-234,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Hard Bop, Cool Jazz",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Herbie Mann , Sultry Serenade,Riverside Records ,58,VG+,VG+,1.0,4.0,1.0,17,23,40.0
John Coltrane Quartet* – Ballads,"Impulse! – A-32, ABC Records – AS-32",US,"Vinyl, LP, Album, Stereo, Reissue",Jazz,1968,"Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,John Coltrane Quartet* , Ballads,Impulse! ,68,VG+,VG+,1.0,4.41,39.0,274,164,40.0
Horace Silver Quintet* – The Jody Grind,Blue Note – BST 84250,US,"Vinyl, LP, Album",Jazz,1967,"Soul-Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Horace Silver Quintet* , The Jody Grind,Blue Note ,67,VG,VG+,1.0,4.45,22.0,188,124,40.0
John Coltrane – Olé Coltrane,Atlantic – 1373,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1966,"Hard Bop, Post Bop, Avant-garde Jazz, Modal",Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,,,$40.00,John Coltrane , Olé Coltrane,Atlantic ,66,VG+,VG,0.995,4.4,10.0,42,195,40.0
"Coltrane* – ""Live"" At The Village Vanguard","Impulse! – A-10-S, Impulse! – A-10",US,"Vinyl, LP, Album, Stereo, Gatefold",Jazz,1962,"Modal, Hard Bop, Avant-garde Jazz",Very Good (VG),Sleeve: Good Plus (G+),100.0%,Village Vanguard,,$40.00,Coltrane* ," ""Live"" At The Village Vanguard",Impulse! ,62,G+,VG,1.0,4.44,52.0,423,549,40.0
"Stanley Turrentine – Up At ""Minton's"", Vol. 1",Blue Note – BST 84069,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1970,"Hard Bop, Soul-Jazz",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.7%,Minton's Playhouse,,$40.00,Stanley Turrentine ," Up At ""Minton's"", Vol. 1",Blue Note ,70,VG+,NM or M-,0.997,4.25,20.0,104,64,40.0
The Incredible Jimmy Smith* Featuring Kenny Burrell And Grady Tate – Organ Grinder Swing,Verve Records – SMV-1044,Japan,"Vinyl, LP, Promo, Stereo, Fold-open sleeve",Jazz,1965,"Hard Bop, Soul-Jazz",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,The Incredible Jimmy Smith* Featuring Kenny Burrell And Grady Tate , Organ Grinder Swing,Verve Records ,65,VG+,VG+,1.0,,,1,10,40.0
Pepper Adams Donald Byrd Quintet – Out Of This World,"Warwick – W 2041 ST, Warwick – W2041ST",US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Good (G),100.0%,,,$40.00,Pepper Adams Donald Byrd Quintet , Out Of This World,Warwick ,61,G,VG+,1.0,4.17,12.0,72,147,40.0
Michel Legrand – Legrand Jazz,Columbia – CL 1250,Canada,"Vinyl, LP",Jazz,1958,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Michel Legrand , Legrand Jazz,Columbia ,58,VG+,NM or M-,1.0,4.29,14.0,97,78,40.0
"Mal Waldron – Sweet Love, Bitter",Impulse! – A-9142,US,"Vinyl, LP, Album, Mono, Gatefold","Jazz, Stage & Screen",1967,"Hard Bop, Soundtrack",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Mal Waldron ," Sweet Love, Bitter",Impulse! ,67,VG+,VG+,1.0,4.42,12.0,91,121,40.0
The Incredible Jimmy Smith* – Home Cookin',"Blue Note – 84050, Blue Note – BST 84050",US,"Vinyl, LP, Album, Stereo",Jazz,Feb 1961,"Hard Bop, Soul-Jazz",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,Plastylite,$40.00,The Incredible Jimmy Smith* , Home Cookin',Blue Note ,61,VG+,VG+,1.0,4.56,9.0,134,121,40.0
Dizzy Gillespie / Sonny Stitt / Sonny Rollins – Sonny Side Up,Verve Records – MG V-8262,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Soul-Jazz",Good Plus (G+),Sleeve: Very Good (VG),100.0%,,,$40.00,Dizzy Gillespie / Sonny Stitt / Sonny Rollins , Sonny Side Up,Verve Records ,59,VG,G+,1.0,4.58,24.0,170,337,40.0
"Hampton Hawes Trio – Hampton Hawes Trio, Vol. 1",Contemporary Records – SR (M) -3081,Japan,"Vinyl, LP, Album, Mono",Jazz,1970,"Bop, Hard Bop, Swing",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Hampton Hawes Trio ," Hampton Hawes Trio, Vol. 1",Contemporary Records ,70,VG+,NM or M-,1.0,,,14,9,40.0
Miles Davis Quartet* – When Lights Are Low / Miles Ahead,Prestige – 902-X45,US,"Vinyl, 7"", 45 RPM",Jazz,1955,"Cool Jazz, Hard Bop",Very Good (VG),Sleeve: Generic,99.9%,,,$40.00,Miles Davis Quartet* , When Lights Are Low / Miles Ahead,Prestige ,55,,VG,0.9990000000000001,5.0,1.0,0,21,40.0
Abbey Lincoln – It's Magic,"Riverside Records – RLP 12-277, Riverside Records – 12-277",US,"Vinyl, LP, Album, Mono, Research Craft Pressing",Jazz,1958,"Hard Bop, Vocal",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Reeves Sound Studios,Research Craft,$40.00,Abbey Lincoln , It's Magic,Riverside Records ,58,VG,VG+,1.0,4.75,4.0,36,85,40.0
Jackie McLean – Steeplechase,"New Jazz – NJ 8290, New Jazz – NJLP 8290",US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1963,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Hackensack, New Jersey",,$40.00,Jackie McLean , Steeplechase,New Jazz ,63,VG+,VG+,0.995,4.55,11.0,52,73,40.0
Charlie Rouse Quintet – Takin' Care Of Business,Jazzland – JLP 919S,US,"Vinyl, LP, Album, Stereo",Jazz,1963,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.7%,,,$40.00,Charlie Rouse Quintet , Takin' Care Of Business,Jazzland ,63,VG+,NM or M-,0.997,4.0,2.0,3,24,40.0
Art Blakey And The Jazz Messengers* – Drum Suite,Columbia – CL 1002,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Afro-Cuban Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Art Blakey And The Jazz Messengers* , Drum Suite,Columbia ,57,VG+,VG+,1.0,4.6,10.0,185,95,40.0
Horace Silver Quintet* – 6 Pieces Of Silver,Blue Note – BST 81539,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1970,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Hackensack, New Jersey",,$40.00,Horace Silver Quintet* , 6 Pieces Of Silver,Blue Note ,70,VG+,VG+,0.9990000000000001,4.7,10.0,101,72,40.0
Jimmy Smith – Groove Drops,Verve Records – V6-8794,US,"Vinyl, LP, Album, Stereo","Jazz, Funk / Soul",1969,"Soul-Jazz, Hard Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,Jimmy Smith , Groove Drops,Verve Records ,69,NM or M-,NM or M-,1.0,4.04,25.0,319,133,40.0
Various – Jazz Best Coast,Coral – 97 010 LPCM,Germany,"Vinyl, LP, Compilation, Mono",Jazz,Aug 1958,"Hard Bop, Big Band",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.6%,,,$40.00,Various , Jazz Best Coast,Coral ,58,VG+,NM or M-,0.996,5.0,1.0,18,8,40.0
Miles Davis – Miles Davis At Carnegie Hall,Columbia – CS 8612,US,"Vinyl, LP, Album, Stereo",Jazz,1962,"Hard Bop, Modal",Near Mint (NM or M-),Sleeve: Very Good (VG),99.7%,,,$40.00,Miles Davis , Miles Davis At Carnegie Hall,Columbia ,62,VG,NM or M-,0.997,4.28,25.0,276,91,40.0
Shelly Manne / Bill Evans With Monty Budwig – Empathy,Verve Records – V-8497,US,"Vinyl, LP, Album, Mono, Gatefold.",Jazz,1962,"Hard Bop, Post Bop",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,Shelly Manne / Bill Evans With Monty Budwig , Empathy,Verve Records ,62,NM or M-,VG+,1.0,4.27,26.0,232,88,40.0
Lee Morgan – City Lights,Blue Note – BST 81575,US,"Vinyl, LP, Album, Reissue",Jazz,1970,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$40.00,Lee Morgan , City Lights,Blue Note ,70,VG+,VG+,1.0,4.42,12.0,74,102,40.0
Eric Dolphy – Out There,XTRA – XTRA 5054,UK,"Vinyl, LP, Album, Reissue",Jazz,1968,"Hard Bop, Free Jazz",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),97.0%,,,$40.00,Eric Dolphy , Out There,XTRA ,68,NM or M-,NM or M-,0.97,5.0,4.0,24,117,40.0
The New Dynamic Chico Hamilton Quintet* – Drumfusion,Columbia – CL 1807,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1962,"Hard Bop, Post Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,The New Dynamic Chico Hamilton Quintet* , Drumfusion,Columbia ,62,VG+,VG+,1.0,5.0,3.0,19,27,40.0
Charlie Mingus* featuring Roland Kirk – Tonight At Noon,Atlantic – 412 012 S,France,"Vinyl, LP, Mono, Alternate Sleeve","Jazz, Blues",1966,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),97.0%,,,$40.00,Charlie Mingus* featuring Roland Kirk , Tonight At Noon,Atlantic ,66,NM or M-,NM or M-,0.97,4.6,5.0,35,31,40.0
Jackie McLean Sextet – Fat Jazz,"Jubilee – 1093, Jubilee – JLP 1093",US,"Vinyl, LP, Album, Promo, Mono",Jazz,1959,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),100.0%,,,$40.00,Jackie McLean Sextet , Fat Jazz,Jubilee ,59,VG,VG,1.0,,,9,25,40.0
Thelonious Monk Quartet Plus Two* – At The Blackhawk,Riverside Records – RLP 1171,Netherlands,"Vinyl, LP, Album, Stereo",Jazz,1962,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good Plus (VG+),99.6%,,,$40.00,Thelonious Monk Quartet Plus Two* , At The Blackhawk,Riverside Records ,62,VG+,VG,0.996,5.0,2.0,10,13,40.0
Art Farmer Benny Golson Jazztet* – Another Git Together,Mercury – MG-20737,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Art Farmer Benny Golson Jazztet* , Another Git Together,Mercury ,62,VG+,VG+,1.0,4.0,4.0,59,37,40.0
Jimmy Smith – Jimmy Smith At The Organ (Volume 1),"Blue Note – 1551, Blue Note – BLP 1551",US,"Vinyl, LP, Album, Repress, Mono",Jazz,1958,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good (VG),99.7%,,Plastylite,$40.00,Jimmy Smith , Jimmy Smith At The Organ (Volume 1),Blue Note ,58,VG,VG,0.997,4.11,9.0,175,101,40.0
The Miles Davis Sextet & The Thelonious Monk Quartet – Miles & Monk At Newport,Columbia – CS 8978.,US,"Vinyl, LP, Album, Stereo",Jazz,Jun 1964,"Hard Bop, Bop, Modal",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Newport Jazz Festival,"Columbia Records Pressing Plant, Terre Haute",$40.00,The Miles Davis Sextet & The Thelonious Monk Quartet , Miles & Monk At Newport,Columbia ,64,VG+,NM or M-,1.0,4.46,46.0,682,205,40.0
Miles Davis – The Original Quintet (First Recording),"Prestige – PR 7254, Prestige – PRLP 7254",US,"Vinyl, LP, Album, Mono, Reissue",Jazz,1963,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$40.00,Miles Davis , The Original Quintet (First Recording),Prestige ,63,VG,VG,1.0,4.33,9.0,129,113,40.0
Benny Golson Quintet – Yesterdays / Drumboogie,New Jazz – 45-503,US,"Vinyl, 7"", 45 RPM",Jazz,1959,Hard Bop,Very Good (VG),Sleeve: Generic,100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Benny Golson Quintet , Yesterdays / Drumboogie,New Jazz ,59,,VG,1.0,,,4,0,40.0
